N, L, Time Proof (ns), Time Verify (ns), Q, P, G
112, 768, 61319067, 25266218, 4667150443815324372952480506127049, 1456700135207189522462011896628855449730484143068375119126534311161496626465361279958392855835492325578096888774224666587855857365354751799839141415314389566067222899340915053569768289045331965163501094423888921145943312410190903687, 1135559397394215476992863982381151802135209434990935772476243583033282537506872472682106331277322412815962490078807955764839037568089601695071563284469273059579632030613705379221402538728748222409983379484509095058482844977950639986
128, 768, 61201620, 25246635, 268811402311070565529239633697470367523, 1405115117717588174092985175407395101291819861423688188692323403349901271231006468237021466024730364332097516765767378683621726634087491084421064655148938670054614189145233509539763981411883566649044937246332012980452679989744337681, 348990475164745069269853124496201380752050461092525240556912255383922966123616363957951242998548133235911957760560347892341062684623770054075966756115243214242548791104235022798375696470432296291223359029860420331343215059590659822
144, 768, 67832639, 26371162, 11612798329156041283519122541210595621728759, 847880248525890177118087912948402655663586087749889727739649192516002094746793702798097264364394891115392517129689656125573886003871148540487904107488634806399190862449601584678192944941249738744286221257169774917947836404751187327, 598346435210257113110380453268164387343790625624015304571420001127299485812438791649176459134769893585997442974254316452961358422155860646848886179321303039834420961551701124715341720814935713179580210760929380180337041073424282645
160, 768, 66452487, 26294601, 1289793599251622218105503012536729437664462633987, 841975031503978911646086925802948858631152069290318088676327778059707491794364533570927541988671211797056345077091334104481877166439039786082356881907711720473463493199842592982820259161602701363533880843644328524669870531823752881, 206935306209632168966153836592815804441016252685882003565567625923584473559076615909215011247365419361360488914817406304834979487947543343965644771502155506086501104973120924392958578440155081240230932037992594699091693413430149403
176, 768, 74471263, 27619700, 90192857334777315069025152003133152164466897543255403, 917156060787465442387650894368297445550019128702257915788833285467823745305496206583331360094534517981603861235321050486018589471665929465232605165184634903309514663861290489185375034427708149849317603157877127109243521661444138271, 909761270272318078594894861271718410018173943138628786467101965448231651384440981031724399403953909810335289959591365234027135069991647830035799050135289687615983187128640239977011836642472734631454236766250025541834645659039224032
192, 768, 74336212, 27550430, 4026375515683851014721900960790374920920135741984526152603, 1008434753799293151217789785147503312664139683756894113461454039172151709028735735744871656384141379554636934480975986607643229260298622017248194613188252280899799414873251927122177366016294262678495368441944369622440803573412246311, 599490910724405447099634770540821159283620316522803241789708757254828374348964077240009577757876031128303794048892031164900320324506097205368111127638690009838165081483388621812346551094508126450153328426891420483393671230839106149
208, 768, 81368324, 28921988, 356245055827918069135961339034956173637398216214848554730521281, 1299490346098892526007262373516520186614707271823618749381823920528107729496584205386619411231217774112383324254182410537152495833794430490750863397845929211952062184247769662691071000350050081259726165176200008282034640758418113207, 864603335693948001484588783553131740344985617116269334981682463244415834239762364777558096727917823568495188720125345129252216758655638422395004063918163492668667261159917976927543195939056297596523949517641240954592053323129788889
224, 768, 79740620, 28767144, 22466100572630317086609726786165504848022997161684127487977162752647, 953575873018325453097515154554454284357552304118634524985607140269709280771702708264351302100612546706167992573604522428540755395028634347746542140262259295657863922770619385879378564197726840331846688739885663207660875272820581441, 32331699331259503211373159337130834232665278875610268700655866746838050781098603424054555791126507226075152685242280294390529005328096703026582444021630167942476142874927246900874132088170523079519730638198428345783303723726498064
240, 768, 87902729, 29997036, 1612618911423317454449165555341182400947744640975074512739280271272171801, 834925772885375101488060317088535225866742693409888908121221884350361383287460627109071502304722369856709343858888567996202303096433974337314066648390176701288044919028721012137621520745092392622473406819042012117575092372418365083, 441621220878502167401443152884698600174842486012155426065144710368625722837921768906035553909916525774565952731640581144412714433421363183544202742548095675698400687795872700989375187687282854365025626159371913785119798790485384199
256, 768, 88047728, 30091931, 62561593633262296205743330816024951004425519438428288944156677909202532023369, 1208073649949420144198567992091238869168859328423461653079127092827047853078527057479171397571156170038210961892165774122170814440489151052214797785227078884544063873329693329367612532974509837722243689701738146328491382675284401203, 899688640712378423375535914256980019009256239236298933124307833248105266921136432727778186927677265952769139229237991748510082544158160491542178770563651771348607915443206126339460752491363388422620331155197187408699391435295551566
16, 896, 53790915, 26879130, 58031, 319873732356611635676188098178675941050444641356709751988809580875612676894894138505663862327607370533868400165894865010921719032428464249330049772298613416358218313251239288448708205389181632856464867428237819527103554370389200818034955248647286427252103620938038297551, 2573257358366879076251519935622671899533337847423939779039230280458670770148461127001428181832945803491354287202515570646262253744897117828648415505602503787900952634768722524587171737834167565715476342348075722550720409073180150317892862192600761218121071729116212086
32, 896, 63505050, 28198031, 4030141463, 464661884735148690497709241941534974410545959887702044427074894534413796138944409725090555076432809346458182859231778525471435645138453034913945427346550219742402390255017559552196950340944800245921598507833546586899219756621125285307441030156012344618550018368470110999, 13376310226162764681234259510143395349883742514241307846764551067314631422179633437172381684264574570646616094753882454619505038750900326483074467633592801256452804302393460793158672196436965508588172501012451805176787274999853195372193771829213213966021507082667890494
48, 896, 67236027, 29077507, 218581250054501, 362544419828290432068468370626352538946330928980619039339588603731013955115891810133072569790582936255458117194425308595479348864349923592918435110229246042552300319262973870415966281204499012596738291198891063797317030722891325182731607864905483310548974178271632172207, 300435934846462287251084039939905151717301154081512957863319290696556176516463823040315943270634151757404011744384208939374690839464769964601163675022438081486702070553035206433004922324726301208682009025714639175435981914497593544089202359063613037826870763904637291908
64, 896, 65966396, 29175997, 16017878682791356337, 374903819987502057064964653399919780832548864194242563919264847031453539114742479254175650718621044077851336046006481500496009121227680422488417802177040231348563294164031408584680122549381249647179116230693524773190463829459247769412120527693435140810523580083204562633, 373397664497751031928633513390008942503606391255864644932376041340359104579820705898239294211140288294740057011478315044252385590296341520510440647747128857811545844772266200585381822002814079320882675469212905288334534510911263168322668947728109031444039518181412170843
80, 896, 76061935, 30789325, 1057882075061497905760987, 368773074520638149791279506358021331342269201779033018367584112863120070023844109039203422226911663693643885005968099778830806862854699733413985057404387030591682122543818434845187599015849560638990378672971312335440937396231002271083833441081419326209365507018586380749, 292445303964698377424293152691251503105435064414201005684980343063979868117446661787754379484617235152004970750970334258016400409686852462735567014777743129322864706478239303956052155147641114135237956059731642257315018041501715760070836430138974738164607706443723253815
96, 896, 74074546, 30589742, 71669076831974029340313304141, 283520707555340879980836237162100207473723759338054100083240227339353918115694642642252873769115660223884554059072819971502810503631913454715630134163951533702412463358322580550018843608184053369724882007360412277762862400291692541334479743527415572970406223127576349607, 153500911356024886595319636708143430327205059490023807944580018764420807857762616114525347920893443580687611577944446635790774297514035336168855038917931366844720374554690727522548743631176937100351337828794537251707225729601040407460151473943774480701176142710157707713
112, 896, 84712584, 32329476, 3246619815229332506141334050678461, 395579743717763311053196324861112928762487125875705186528328803463351490885646741035250857660908862728536245978932810238042007727738810071371932277010017501011191234601230142179976708514599539848623335483855103981682378968230543244857504446503038975148405224485943783363, 206933518607841388086157922289093464744725572106195596687964827560024471814134106996919104606310083077987771587532210816899618587302978601816689444953882965531773896596002496403580229879801333633275002652672445755720956209808728897320768915817762567906766528811468243471
128, 896, 83166547, 32341924, 294772311818826931988532143565205130083, 268558580728948679804589447408606508254978517887946660481536022027246968301882324345529418874699106440583500745542163375967969521440020438761708006421749565791709654472738003527396363571374711222756748767460182166925652324727955299380399529095009331610588619573102644551, 184705942037550541562035270614523686288301463935062571296201575280408827254362197069353661947060588741417611740410419673616272525498637326333050570462476753526236115020883717294640993337920455823634997927906140458406615498659087979377957984773615665395362979484495931676
144, 896, 92727817, 33724159, 11819553365642341357519855737470840969531369, 284045838133983457293943626654902348414114322152949621082820386799062648867894010615403085146571237689475446908987520312118413580543001472342378741763917482297270478307915671854109922237379823409084606567175416270917190272076869881019057826715758829964338099400347147183, 220514387766502168585419466350250064340064973628889942729059127783411500949074828259094986704514145399522628822454838918123896854070519650702277734863907705914040712136787156823347835633683374122099681692110527836614942338337722283421827925076932858936598270814157522155
160, 896, 91383395, 33806138, 1340137351302247806408614973815181692532228782147, 268236883983601142795015245247894241789634730141795931411001311320712149647748112346744852346490977386403093437269565592947623881046558403765944475284174465851652484285913427693989265480209832864064747457299059170402194239375858302761338674600795710208405903663550398927, 185792312919109455654494079053348913334756438732331695690388948240046978569468060211757794461986616596479949534075096190077631786732783147163868238892883362067779069794343103458715884245563936101658643102717413974384306681286464952644990339608955405906543131515215172299
176, 896, 101907839, 35524413, 89964843520682745826995363274858387318087836950296559, 493385352929688021685271028895655598106325889580181491690024751657589631752410197243036737253678774260279248913368498514479219259880592336858203332705533936635149970006704034139846670444974352176900986693271958814436928015034843958579014241927820810664345996732651209941, 166802724799265353045558638774904745118520772614941281072464813327716941792146726980738329122781141173719269259117020337383810940702696281793001362764520126616618150478438679796198807362992246481589813738413710507791037630316845175817467380546784162307301966576647905776
192, 896, 101864662, 35461340, 3949256310476636726547125518202480388772291109598089806453, 415355726021608635757787453096110186779388671069365506659470345614882396764081987789194069447213930833102229853927921990283788280301250761636962729367195459784977822458425863887783065369141582170104444022049283459860420559855024773072927347393536154740428907454570999807, 275094632903404458925267640056911876895712401112381918399514059345166839245062396031936694241082962566660647190463421674432222341377698483015667562317484369690035734388727706009747283466464609384951295470125312760019619590979978332751952801598846092815069223888245635515
208, 896, 110439686, 37009565, 343086110149258426573628178003239921639164032763249083791057681, 440154370171362707416266512658981003710363616181691468473765978250417117602464970480241698664227770207338657860403820417421474739845765082968254408428275348467063862090932988791215318782439745492363789039295484251624756627717319751476490216040891801605482288509113415177, 209379204599921351368939390601741643677137146361770101699714373234721015119564418483308457672129237224381177504289320600972864241763287210937198137799403187921905919521221717606921039365658143994209827926167547996912878581702328827458861394598150410697261945369818293075
224, 896, 108676254, 37017637, 22732871774960387878227411259497494273734440482269884817895999053697, 340113405828342239124435091782868602109261658794700387286109902723959136164149147404702004669062428510909491221622289066726255262702050230722485556230657854764118553476160042701703161524572032921394376020880986603421397848437732139776721553491208392435634510362836234473, 6550281623041420548550963021287642574462478353493446059290615488339574127783370644519991388118055799063399068776303358205399057666871810633728482895878470921241900747528779226074003193607900890502175879261501671580100210238078495059689845307343950718056162406215459543
240, 896, 118808512, 38536539, 1634820668876888341657588202256965486240079821762362790275353842517208397, 359738009783353607706501459756390838679055008020027512181786733052041360569414949395179410845207478927484741223921982241523275130675723967112189241603642175082605108386803405120510915301252532117003161320581502557470113187611375451617801733179351763261209537867629335811, 221114834638991353135280872742916983599327490562841650944905196642285461813906041547476147036103536552455771305581453252025449486843422429383670274862403905597646278255245001572087675246648393537751316484745822802471074471993854225755718414902253433187885135508846675502
256, 896, 117720599, 40093669, 108263857077621390239190871448144462930946240732560217089363983886751435982079, 433366587376362272242096846793194710551597968784531224318331398611925112644521467541867883083513554830551993597776917727253518411799040293495022927111243447488875684356857193984447440288310540697116090017199633285220092371265375222956006704534173326828429579323123224327, 132936664038713340708146597004558403610517131460787133144358947590328255422637022169769046541477747001341260101125230872380010911840670215637196281012388731551247462376452516182183106103273398867444906086706358907420025286108030041260026488397028374317849979820018814190
16, 1024, 76777246, 34441813, 38653, 153857003234386646242271275676262057942271446775026723124622722504553718676277107650230380483170951248346997188164594946859466085823971392494224135119675718527218788362536949728232371924927302642456018219329449237930438598165675826813774200653477410493293959243478033795688621457893247499986238418213482680023, 21240433632451469894592156695186411787281696988991352344513502441170322871528660355461128745722996470571218886350170391924675543464923315715962307504268314410147406639006725947282666034838955383530869398279324237643266534283358781776380388509350022754739176900232960397890490130980903936019969482117717312263
32, 1024, 89722411, 36708419, 2384924501, 93051032549428625772090543940453892280167578780186261914862792529286567263255385405168685604485958102728596408275696889397544086886346863198720398807133731823129857001920784531937256334654369998075000746027538460393352549911488292603246731432035838378678695647586049959252481411380094943125329754601736374143, 83469145185320375504219449423442341428491620040801225570554950901315105733996477911408452313551244560038284080740186433776797370359073824202868728709850618098796202225653486426977757538486872527422922575027678730628777719586274353007877307541280957671336989167868948777685895478249636251055005549752858505421
48, 1024, 94974529, 37638990, 158637492537031, 105537128171419634908790982558409470723974017645498595153138282300900155934432016308190654015648843934709446604619005636276704329620048189327676861789144369856559888270029918551416710782477289813682891812352339143183918421554795642610167508180989792777514259013791793747053696361026079549515312713621532015613, 101517504772785001680597279646275914078432181489252270943037996849224844193681509765043263877589419204484896197259204710463755492552585722301689350119510771247249015108445359605342699603603921652262248140211370092478909766758589322257714564646614926018506569934727955757234744064935159955919907934494676893324
64, 1024, 95499266, 37983468, 9304260645965243003, 149313519399798583101843063231320904049641696243072892186438122983134174418108913767925617297689079930466142051908630186377385737157835428069745857726708013946543309124407483885570215159252829042747721160307975446959633382477321790925793020914923368981544247077666983235501008407142292979090176859404431362561, 27173343994504422909802268813293833933160972451205618204628001547591240715089376278655415907870510567104676183282803684852977149170087839993818064416519155626934277295493907532469409311090379842821241397053501304844504446067135829311103057689533800925647919050913521206586625072446187953439490124021141310630
80, 1024, 106984801, 39694556, 1183497754884572236461347, 103849005059760033313549614335717815254692596910825351095864707800027774557908422049763946922311811142843575976268721285721014015032834105974565403626874644138024917500007526148769166384787363985768962825050361951255270479580025401910530224095692383710362624570662211637760673368495907683660865563897918052037, 13010303100028445579121916634757754152098419743982550707221613787399467656918204954952820088046167362560128050999996443261452226924354182486139045257106777074689551973355265454088763320520389050038681472476887415132477268480119753862120622968870039666369361489259853770804953415736385615232193778622712132826
96, 1024, 106527146, 39877160, 58634552745609014703321900103, 134111160716404010288366971888052497892214721338745777832992505409761053763941904725226904766081587624646526135457910589464691088333576824309019977677356242301635819692832337420064980426540329351815882856520997478672192788714615535500127522844170633091373569992773936416632252936966850107698813188016076554649, 123607780311976446975459508772819750264721549428019981878134214938067502994756842037667143048810789110548277542672631364474539692131747617614838136416269026115970110261681427805762646981439325864073859228386443758145281367877952359086754451255847674930229851272006735944578906466096419862217325791469682711127
112, 1024, 117127372, 41710851, 2608555801683788113971144299914489, 107435940363122964740203445338204922510859780584802389277818892792529109115020279004311275711453162008094925250323535862518289055293721870957319339728391547452829111914182475531268598321287590684686029741140808499082531426644865991306083435414430534755914442336441257380712827702405140925537812883696370390629, 95508106917699784670660590178617688568622612986060350863466620471288035378976244778179557804144297080402449254658240859251262959743546020552401127937984517236896187344870913066409732740208753361657590082105385927919255798232268676558132113855499880391615296944469196907040318773269340211416361906820477482185
128, 1024, 115932428, 41959757, 337473936811140338622838683538122706537, 175881926604767873157798098277687378757232810922470525112973732173100779572107786177726390208443186204337774368947923640432893352995793735216665353885120136344649089414087873977193188437160417174670908636169521611182608450349088287021965948674890837396910241176891925259739349324349820380681810160806481994647, 101350756944821284215900797947685529882189104474555633021563714586230286879017612729044031860074105852578459036430486794589470161890460593837211519220256452382648722972113385008991221793772886043034561567606782376324287742953265566888021139090311646397316028878819943435360124496551409728895957530188892554839
144, 1024, 128311189, 43712199, 14540672312171775566506744604320052632663511, 132797002740632474581208190598302715858293748473120366080135691570831981719433284261544876383010271119413088515449033709123050463699556505243957555414846174656755057368065880265882306211474149579662843847030577221221881801423200788538427016748774551232710902365808500888645805825607983419103090961284730857779, 105874575756261820978637737632146262439819228871117023761538007615376636614427456742448334431321514962524047752495437021560423886558419190374241930401271648474861457863566587393497062418076773460771599768689877736119697440585397986081330808683543593948248240533096532462163461503296553203026495697118949799227
160, 1024, 126713277, 45922764, 1184781646432049040754030835363249874065446916383, 137599688753022223581086790682039639618465700469378998717881245504981074223581336463213980415087917729809021172467153736199158257026731167348622236657800132226021978374547560092495944614213840839270548458423307323971377138207829443849592188713555197236426955358696542848615693495578634352085260451607529080331, 108969595399274316821022747749023138716277328793739263210708164059522020285199535804711475499026522880339373001145121553189734670322428961532380150416513345539013273301450854357955749052667512617638065647816243474250582845686514713663841289368688367410470361240936959449455169551740628980863714411309287452979
176, 1024, 139047247, 45625578, 88081911871778326580096616932048123215391709359706089, 98005070130326314928056801467165164610541210647946567548144438880452195330859806326010131930208476808938780300361365853789159926719720856153634583307948261213272829925809618738686137039751325998789926217221034222691628109671077746383854787600490460357292472211265837226488961223349772367216228576415682438883, 60813497968354813221436554922463717750375675047716506700053865320037953533131306174695289709505284159312584500821763530349118481682748936811631454354093620861752653305143873914458820416392540365104960545044135095739142468389375692112275402252927313994086709953229033972899870262774173541197203322130768491547
192, 1024, 137728658, 45881358, 4428437446277917619777719225160768824839858273145954952489, 107151476676275824148689070623204559868773037586280620254334440068199869070155708166360233109713732942714722418894780299767502629891533596994980105035621664805888847727871127552021845573651129248201503584734813600896195570279526564516666930023023518364464567353150171402755044663992676737862582074246682457239, 23941873570933604067973936032514357297086143075264986304264811366337183809195924532712295822291523326586293252765616037172564235516620098964413807364528813428678132813790566409783796411047765663471412081802285248152970112694406385499932366312942455304208965854085638474055326482094194749142334709103533963755
208, 1024, 150606896, 47857185, 280973867329022319574149470017471202842981661753317238882279767, 170175821799176962609769325183029696442192162578331122101163494921797973034156683511921946053758288655271184285972202535459450160610566752477322704102572216406936152816937563454605854877718367577851522956517520670249890077604851732766199035375014869770305415441315566850984266511105802142291946944395374334671, 74957500501123415103009040488957024760988847807839178528130365854195753185180565390777079436756991338255014296215190252200750818289892572000070736069600153036948659486460765218468849599838318969643559285034429197212437737181650275049399953610187704085563933711506018092335919107925421691189099997660168044337
224, 1024, 151188665, 48019111, 22560220382057721119010123148345224795710638693517123646799777449559, 176312898778726024243200689536181032136221234680495975477480941654642586477619319938300136913959752842793359794276481278742058206112177205191269895480369777110207310927647303302550442688515070543553546377972480317213669232038490487451825783486529154082060765380889916163296114847165990462288593460836892755003, 57010262973926772242407259828834823164618714270117122463490936225732648354349920102183518706534174011082741389213840400753135292386329563776163473649231099212854679503474469301185807317577559178751798936819192999035135460633542753404887382271585978536319937416109069319689393520613822787503479722336237166312
240, 1024, 161812328, 49873116, 1122953221386067414539002103063245876550474685532155257332936039454414859, 176953551600978038376432298842106810740307220717734121757125177977731769698559069560739637538392815725441993472364977635756607953686067691774599878730878664868496384041704913896274954516820830769560934845569132008064016028104059256311063599124158556216495640747882904610108258858562247081111650822970397306257, 176687182157123961960014406061372203803836188874535169325061892340802750342824320627637204343113156904479174275086882814251321904381699785486416903361998689784707932887748681609075851520055128447821670005390580785348878563696155762270234853965213291628931202198581482059970413869657042828050113159139263009422
256, 1024, 161644568, 49789418, 70612178836251335150522558401057863018819353698571723070443235796685770371437, 111271983286624040777753154738920843198943234270005784212748950717372612722441311250644147679608146788487575768844196263195782785226514898465391468748905713925286347639585597287642017580822088348831711106780293686592793526203403320657453610092737353195804974018272074369863311245227479943956087492664191169893, 61292842247339413767126217503504876621862177268790866210272304278725614572095889509199648400702044970927380802472352211651594329184001294332848535054965687876503827377788647556908232046552249303103308432928737726775855753849489632877768258403113851480146686698391764530626424067968386630120746274889613636292
